	content	language
15	obile access systems in the market seeking access to Wikipedia. Directly after the posted web interview, the representatives stated that Wikimedia would be applying an all-inclusive approach to accommodate as many mobile access systems as possible in its efforts for expanding general mobile access, including BlackBerry and the Windows Phone system, making market share a secondary issue.  The latest version of the Android app for Wikipedia was released on July  ,  , to generally positive reviews, scoring over four of a possible five in a poll of approximately  ,  users downloading from Google.  The latest version for iOS was released on April  ,  , to similar reviews. The handling of media files   varies across language editions. Some language editions, such as the English Wikipedia, include non-free image files under fair use doctrine, while the others have opted not to, in part because of the lack of fair use doct	en
16	rines in their home countries  . Media files covered by free content licenses   are shared across language editions via Wikimedia Commons repository, a project operated by the Wikimedia Foundation. Wikipedia's accommodation of varying international copyright laws regarding images has led some to observe that its photographic coverage of topics lags behind the quality of the encyclopedic text. Importance-wise distribution of over  .  million articles and lists on the English Wikipedia, as of   January    A   study conducted by researchers at the University of Minnesota indicated that male and female editors focus on different coverage topics. There was a greater concentration of females in the People and Arts category, while males focus more on Geography and Science. Researchers from the Washington University developed a statistical model to measure systematic bias in the behavior of Wikipedia's users regarding cont	en
17	"roversial topics. The authors focused on behavioral changes of the encyclopedia's administrators after assuming the post, writing that systematic bias occurred after the fact.  Dimitra Kessenides, writing for Bloomberg News Weekly, identified the 'filter-bubble' problem as a recurrent and long-standing issue at Wikipedia.  As Kessenides states: ""If the only way to get an article about the developing world published on Wikipedia was to know a former board member, it was hard to imagine how a random editor in Johannesburg or Bangalore would have any hope... This so-called filter-bubble problem, coined by Eli Pariser, co-founder of the viral video site Upworthy, is the idea that the internet can contribute to the insularity of certain communities. Filter bubbles have been blamed for the spread of misinformation during the   presidential election and for the failure of pundits in the U.K. to anticipate Brexit... Wikipe"	en
18	"dia's filter-bubble problem is a particularly acute threat for an organization whose stated mission is 'to empower and engage people around the world.'"" Research conducted by Mark Graham of the Oxford Internet Institute in   indicated that the geographic distribution of article topics is highly uneven. Africa is most underrepresented.  Across   language editions of Wikipedia, historical articles and sections are generally Eurocentric and focused on recent events. Quality-wise distribution of over  .  million articles and lists on the English Wikipedia, as of   January    The Wikimedia Foundation is not a licensor of content, but merely a hosting service for the contributors   of the Wikipedia. This position has been successfully defended in court.  Access to Wikipedia from mobile phones was possible as early as  , through the Wireless Application Protocol  , via the Wapedia service. In June   Wikipedia launched en."	en
19	mobile.wikipedia.org, an official website for wireless devices. In   a newer mobile service was officially released,  located at en.m.wikipedia.org, which caters to more advanced mobile devices such as the iPhone, Android-based devices or WebOS-based devices. Several other methods of mobile access to Wikipedia have emerged. Many devices and applications optimize or enhance the display of Wikipedia content for mobile devices, while some also incorporate additional features such as use of Wikipedia metadata  , such as geoinformation.  When the project was started in  , all text in Wikipedia was covered by the GNU Free Documentation License  , a copyleft license permitting the redistribution, creation of derivative works, and commercial use of content while authors retain copyright of their work.  The GFDL was created for software manuals that come with free software programs licensed under the GPL. This made it a poo	en
20	r choice for a general reference work: for example, the GFDL requires the reprints of materials from Wikipedia to come with a full copy of the GFDL text. In December  , the Creative Commons license was released: it was specifically designed for creative works in general, not just for software manuals. The license gained popularity among bloggers and others distributing creative works on the Web. The Wikipedia project sought the switch to the Creative Commons.  Because the two licenses, GFDL and Creative Commons, were incompatible, in November  , following the request of the project, the Free Software Foundation   released a new version of the GFDL designed specifically to allow Wikipedia to relicense its content to CC BY-SA by August  ,  .   In April  , Wikipedia and its sister projects held a community-wide referendum which decided the switch in June  .    Wikipedia's original medium was for users to read and edit	en
21	"content using any standard web browser through a fixed Internet connection. Although Wikipedia content has been accessible through the mobile web since July  , The New York Times on February  ,  , quoted Erik Möller, deputy director of the Wikimedia Foundation, stating that the transition of internet traffic from desktops to mobile devices was significant and a cause for concern and worry.  The article in The New York Times reported the comparison statistics for mobile edits stating that, ""Only   percent of the readership of the English-language Wikipedia comes via mobile devices, a figure substantially lower than the percentage of mobile traffic for other media sites, many of which approach   percent. And the shift to mobile editing has lagged even more.""  The New York Times reports that Möller has assigned ""a team of   software developers focused on mobile"", out of a total of approximately   employees working at"	en
22	"the Wikimedia Foundation. One principal concern cited by The New York Times for the ""worry"" is for Wikipedia to effectively address attrition issues with the number of editors which the online encyclopedia attracts to edit and maintain its content in a mobile access environment. On August  ,  , the New Yorker website published a cartoon with this caption: ""Dammit, Manning, have you considered the pronoun war that this is going to start on your Wikipedia page?"" Taha Yasseri of the University of Oxford, in  , studied the statistical trends of systemic bias at Wikipedia introduced by editing conflicts and their resolution.   His research examined the counterproductive work behavior of edit warring. Yasseri contended that simple reverts or ""undo"" operations were not the most significant measure of counterproductive behavior at Wikipedia and relied instead on the statistical measurement of detecting ""reverting/reverted"	en
23	"pairs"" or ""mutually reverting edit pairs"". Such a ""mutually reverting edit pair"" is defined where one editor reverts the edit of another editor who then, in sequence, returns to revert the first editor in the ""mutually reverting edit pairs"". The results were tabulated for several language versions of Wikipedia. The English Wikipedia's three largest conflict rates belonged to the articles George W. Bush, Anarchism and Muhammad.  By comparison, for the German Wikipedia, the three largest conflict rates at the time of the Oxford study were for the articles covering   Croatia,   Scientology and    /  conspiracy theories. These numbers refer only to the quantity of articles: it is possible for one topic to contain a large number of short articles and another to contain a small number of large ones. Through its ""Wikipedia Loves Libraries"" program, Wikipedia has partnered with major public libraries such as the New York"	en
24	"Public Library for the Performing Arts to expand its coverage of underrepresented subjects and articles. A Harvard law textbook, Legal Research in a Nutshell  , cites Wikipedia as a ""general source"" that ""can be a real boon"" in ""coming up to speed in the law governing a situation"" and, ""while not authoritative, can provide basic facts as well as leads to more in-depth resources"". In February  , an article in The Harvard Crimson newspaper reported that a few of the professors at Harvard University were including Wikipedia articles in their syllabi, although without realizing the articles might change.  In June  , former president of the American Library Association Michael Gorman condemned Wikipedia, along with Google,  stating that academics who endorse the use of Wikipedia are ""the intellectual equivalent of a dietitian who recommends a steady diet of Big Macs with everything"".A   study conducted by researchers at"	en
25	Carnegie Mellon University and Palo Alto Research Center gave a distribution of topics as well as growth   in each field: Systemic bias on Wikipedia may follow that of culture generally, for example favoring certain nationalities, ethnicities or majority religions.  It may more specifically follow the biases of Internet culture, inclining to being young, male, English-speaking, educated, technologically aware, and wealthy enough to spare time for editing. Biases of its own may include over-emphasis on topics such as pop culture, technology, and current events. In  , comedian Daniel Tosh encouraged viewers of his show, Tosh. , to visit the show's Wikipedia article and edit it at will. On a later episode, he commented on the edits to the article, most of them offensive, which had been made by the audience and had prompted the article to be locked from editing.  Several languages of Wikipedia also maintain a referenc	en
26	"e desk, where volunteers answer questions from the general public. According to a study by Pnina Shachaf in the Journal of Documentation, the quality of the Wikipedia reference desk is comparable to a standard library reference desk, with an accuracy of  %. Community-produced news publications include the English Wikipedia's The Signpost, founded in   by Michael Snow, an attorney, Wikipedia administrator and former chair of the Wikimedia Foundation board of trustees.  It covers news and events from the site, as well as major events from other Wikimedia projects, such as Wikimedia Commons. Similar publications are the German-language Kurier, and the Portuguese-language Correio da Wikipédia. Other past and present community news publications on English Wikipedia include the ""Wikiworld"" web comic, the Wikipedia Weekly podcast, and newsletters of specific WikiProjects like The Bugle from WikiProject Military History an"	en
27	"d the monthly newsletter from The Guild of Copy Editors. There are also a number of publications from the Wikimedia Foundation and multilingual publications such as the Wikimedia Blog and This Month in Education.In certain cases, all editors are allowed to submit modifications, but review is required for some editors, depending on certain conditions. For example, the German Wikipedia maintains ""stable versions"" of articles,  which have passed certain reviews. Following protracted trials and community discussion, the English Wikipedia introduced the ""pending changes"" system in December  .  Under this system, new and unregistered users' edits to certain controversial or vandalism-prone articles are reviewed by established users before they are published. Wikipedia has been criticized for allegedly exhibiting systemic bias, presenting a mixture of ""truths, half truths, and some falsehoods"",  and, in controversial topi"	en
28	cs, being subject to manipulation and spin. As of March  , Wikipedia has about  ,  high-quality articles, known as Featured Articles and Good Articles, that cover vital topics.   In  , Nature published a peer review comparing   science articles from Encyclopædia Britannica and Wikipedia, and found that Wikipedia's level of accuracy approached that of Encyclopædia Britannica.  Time magazine stated that the remarkably open-door policy of allowing anyone to edit had made Wikipedia the biggest and possibly the best encyclopedia in the world and it was testament to the vision of Jimmy Wales. Due to the increasing popularity of Wikipedia, popular editions, including the English version, have introduced editing restrictions in some cases. For instance, on the English Wikipedia and some other language editions, only registered users may create a new article.  On the English Wikipedia, among others, some particularly contro	en
29	versial, sensitive and/or vandalism-prone pages have been protected to some degree.   A frequently vandalized article can be semi-protected or extended confirmed protected, meaning that only autoconfirmed or extended confirmed editors are able to modify it.  A particularly contentious article may be locked so that only administrators are able to make changes. Subsequent collaborative knowledge websites have drawn inspiration from Wikipedia. Some, such as Susning.nu, Enciclopedia Libre, Hudong, and Baidu Baike likewise employ no formal review process, although some like Conservapedia are not as open. Others use more traditional peer review, such as Encyclopedia of Life and the online wiki encyclopedias Scholarpedia and Citizendium. The latter was started by Sanger in an attempt to create a reliable alternative to Wikipedia.  Wikipedians often have disputes regarding content, which may result in repeatedly making opp	en
30	"osite changes to an article, known as edit warring.   Over time, Wikipedia has developed a semi-formal dispute resolution process to assist in such circumstances. In order to determine community consensus, editors can raise issues at appropriate community forums,  or seek outside input through third opinion requests or by initiating a more general community discussion known as a request for comment.Wikipedia   WIK-i-PEE-dee-ə or /ˌwɪkiˈpiːdiə/   WIK-ee-PEE-dee-ə) is a free online encyclopedia with the mission of allowing anyone to create or edit articles.   Wikipedia is the largest and most popular general reference work on the Internet,    and is ranked the fifth-most popular website.  Wikipedia is a project owned by the nonprofit Wikimedia Foundation.   On January  ,  , Subodh Varma reporting for The Economic Times indicated that not only had Wikipedia's growth flattened but that it has ""lost nearly   per cent of"	en
31	"its page-views last year. That's a decline of about   billion between December   and December  . Its most popular versions are leading the slide: page-views of the English Wikipedia declined by   per cent, those of German version slid by   per cent and the Japanese version lost   per cent.""  Varma added that, ""While Wikipedia's managers think that this could be due to errors in counting, other experts feel that Google's Knowledge Graphs project launched last year may be gobbling up Wikipedia users.""  When contacted on this matter, Clay Shirky, associate professor at New York University and fellow at Harvard's Berkman Center for Internet and Security indicated that he suspected much of the page view decline was due to Knowledge Graphs, stating, ""If you can get your question answered from the search page, you don't need to click  ."" Unlike traditional encyclopedias, Wikipedia follows the procrastination principle"	en
32	regarding the security of its content.  It started almost entirely open—anyone could create articles, and any Wikipedia article could be edited by any reader, even those who did not have a Wikipedia account. Modifications to all articles would be published immediately. As a result, any article could contain inaccuracies such as errors, ideological biases, and nonsensical or irrelevant text.Wikipedia was launched on January  ,  , by Jimmy Wales and Larry Sanger.  Sanger coined its name,   a portmanteau of wiki  and encyclopedia. There was only the English-language version initially, but similar versions in other languages quickly developed, which differ in content and in editing practices. With  , ,  articles,  the English Wikipedia is the largest of the more than   Wikipedia encyclopedias. Overall, Wikipedia comprises more than   million articles in   different languages  and, as of February   , it had   billion pa	en
33	ge views and nearly   million unique visitors each month. The Arbitration Committee presides over the ultimate dispute resolution process. Although disputes usually arise from a disagreement between two opposing views on how an article should read, the Arbitration Committee explicitly refuses to directly rule on the specific view that should be adopted. Statistical analyses suggest that the committee ignores the content of disputes and rather focuses on the way disputes are conducted,  functioning not so much to resolve disputes and make peace between conflicting editors, but to weed out problematic editors while allowing potentially productive editors back in to participate. Therefore, the committee does not dictate the content of articles, although it sometimes condemns content changes when it deems the new content violates Wikipedia policies  . Its remedies include cautions and probations   and banning editors f	en
34	rom articles  , subject matters  , or Wikipedia  . Complete bans from Wikipedia are generally limited to instances of impersonation and anti-social behavior. When conduct is not impersonation or anti-social, but rather anti-consensus or in violation of editing policies, remedies tend to be limited to warnings. Wikipedia began as a complementary project for Nupedia, a free online English-language encyclopedia project whose articles were written by experts and reviewed under a formal process.  Nupedia was founded on March  ,  , under the ownership of Bomis, a web portal company. Its main figures were Jimmy Wales, the CEO of Bomis, and Larry Sanger, editor-in-chief for Nupedia and later Wikipedia. Nupedia was licensed initially under its own Nupedia Open Content License, switching to the GNU Free Documentation License before Wikipedia's founding at the urging of Richard Stallman.  Sanger and Wales founded Wikipedia.	en
35	"While Wales is credited with defining the goal of making a publicly editable encyclopedia,   Sanger is credited with the strategy of using a wiki to reach that goal.  On January  ,  , Sanger proposed on the Nupedia mailing list to create a wiki as a ""feeder"" project for Nupedia. In January  , Wikipedia entered for the first time the top-ten list of the most popular websites in the U.S., according to comScore Networks. With  .  million unique visitors, Wikipedia was ranked number  , surpassing The New York Times   and Apple  . This marked a significant increase over January  , when the rank was number  , with Wikipedia receiving around  .  million unique visitors.  As of March   , Wikipedia has rank     among websites in terms of popularity according to Alexa Internet. In  , it received   billion pageviews every month.  On February  ,  , The New York Times reported that Wikipedia has   billion page views and nearly"	en
36	"million unique visitors a month, ""according to the ratings firm comScore."" In response, various universities have hosted edit-a-thons to encourage more women to participate in the Wikipedia community. In fall  ,   colleges and universities — including Yale, Brown, and Pennsylvania State — offered college credit for students to ""write feminist thinking"" about technology into Wikipedia.  A   self-selected survey of the diversity of contributors by highest educational degree indicated that sixty-two percent of responding Wikipedia editors had attained either a high school or undergraduate college education. One study found that the contributor base to Wikipedia ""was barely  % women; the average age of a contributor was in the mid- s"".  A   study by researchers from the University of Minnesota found that females comprised  . % of the  ,  editors who started editing Wikipedia during  .  In a January   New York Times"	en
37	article, Noam Cohen observed that just  % of Wikipedia's contributors are female according to a   Wikimedia Foundation survey.  Sue Gardner, a former executive director of the Wikimedia Foundation, hoped to see female contributions increase to  % by  .  Linda Basch, president of the National Council for Research on Women, noted the contrast in these Wikipedia editor statistics with the percentage of women currently completing bachelor's degrees, master's degrees and PhD programs in the United States  .  In November  , a researcher at the Rey Juan Carlos University in Madrid   found that the English Wikipedia had lost  ,  editors during the first three months of  ; in comparison, the project lost only  ,  editors during the same period in  .   The Wall Street Journal cited the array of rules applied to editing and disputes related to such content among the reasons for this trend.  Wales disputed these claims in  , d	en
38	"enying the decline and questioning the methodology of the study.  Two years later, in  , Wales acknowledged the presence of a slight decline, noting a decrease from ""a little more than  ,  writers"" in June   to  ,  in June  . In the same interview, Wales also claimed the number of editors was ""stable and sustainable"".  A   article titled ""The Decline of Wikipedia"" in MIT's Technology Review questioned this claim. The article revealed that since  , Wikipedia had lost a third of the volunteer editors who update and correct the online encyclopedia and those still there have focused increasingly on minutiae.  In July  , The Atlantic reported that the number of administrators is also in decline.  In the November  ,  , issue of New York magazine, Katherine Ward stated ""Wikipedia, the sixth-most-used website, is facing an internal crisis"". Other collaborative online encyclopedias were attempted before Wikipedia, but none"	en
39	"were as successful. On January  ,  , the English Wikipedia participated in a series of coordinated protests against two proposed laws in the United States Congress—the Stop Online Piracy Act   and the PROTECT IP Act  —by blacking out its pages for   hours.  More than   million people viewed the blackout explanation page that temporarily replaced Wikipedia content.  Wikipedia was launched on January  ,  , as a single English-language edition at www.wikipedia.com,  and announced by Sanger on the Nupedia mailing list.  Wikipedia's policy of ""neutral point-of-view""  was codified in its first months. Otherwise, there were relatively few rules initially and Wikipedia operated independently of Nupedia.  Originally, Bomis intended to make Wikipedia a business for profit. Wikipedia gained early contributors from Nupedia, Slashdot postings, and web search engine indexing. By August  ,  , Wikipedia had over  ,  articles.  On"	en
40	"September  ,  , Wikipedia had over  ,  articles.  By the end of  , it had grown to approximately  ,  articles and   language editions. It had reached   language editions by late  ,   by the end of  , and   by the final days of  .  Nupedia and Wikipedia coexisted until the former's servers were taken down permanently in  , and its text was incorporated into Wikipedia. The English Wikipedia passed the mark of two million articles on September  ,  , making it the largest encyclopedia ever assembled, surpassing even the   Yongle Encyclopedia, which had held the record for almost   years. Loveland and Reagle argue that, in process, Wikipedia follows a long tradition of historical encyclopedias that accumulated improvements piecemeal through ""stigmergic accumulation"".  The most obvious economic effect of Wikipedia has been the death of commercial encyclopedias, especially the printed versions, e.g. Encyclopædia Britannic"	en
41	"a, which were unable to compete with a product that is essentially free.    Nicholas Carr wrote a   essay, ""The amorality of Web  . "", that criticized websites with user-generated content, like Wikipedia, for possibly leading to professional   content producers' going out of business, because ""free trumps quality all the time"". Carr wrote: ""Implicit in the ecstatic visions of Web  .  is the hegemony of the amateur. I for one can't imagine anything more frightening.""  Others dispute the notion that Wikipedia, or similar efforts, will entirely displace traditional publications. For instance, Chris Anderson, the editor-in-chief of Wired Magazine, wrote in Nature that the ""wisdom of crowds"" approach of Wikipedia will not displace top scientific journals, with their rigorous peer review process. A   study by researchers from Dartmouth College found that ""anonymous and infrequent contributors to Wikipedia   are as reliab"	en
42	"le a source of knowledge as those contributors who register with the site"".  Jimmy Wales stated in   that "" t turns out over  % of all the edits are done by just . % of the users...   people... And in fact the most active  %, which is   people, have done  . % of all the edits.""  However, Business Insider editor and journalist Henry Blodget showed in   that in a random sample of articles, most content in Wikipedia   is created by ""outsiders"", while most editing and formatting is done by ""insiders"". In the Seigenthaler biography incident, an anonymous editor introduced false information into the biography of American political figure John Seigenthaler in May  . Seigenthaler was falsely presented as a suspect in the assassination of John F. Kennedy.  The article remained uncorrected for four months.  Seigenthaler, the founding editorial director of USA Today and founder of the Freedom Forum First Amendment Center at V"	en
43	"anderbilt University, called Wikipedia co-founder Jimmy Wales and asked whether he had any way of knowing who contributed the misinformation. Wales replied that he did not, although the perpetrator was eventually traced.   After the incident, Seigenthaler described Wikipedia as ""a flawed and irresponsible research tool"".  This incident led to policy changes at Wikipedia, specifically targeted at tightening up the verifiability of biographical articles of living people. Content in Wikipedia is subject to the laws   of the United States and of the U.S. state of Virginia, where the majority of Wikipedia's servers are located. Beyond legal matters, the editorial principles of Wikipedia are embodied in the ""five pillars"" and in numerous policies and guidelines intended to appropriately shape content. Even these rules are stored in wiki form, and Wikipedia editors write and revise the website's policies and guidelines."	en
44	"Editors can enforce these rules by deleting or modifying non-compliant material. Originally, rules on the non-English editions of Wikipedia were based on a translation of the rules for the English Wikipedia. They have since diverged to some extent. A   study found that Wikipedians were less agreeable, open, and conscientious than others,   although a later commentary pointed out serious flaws, including that the data showed higher openness, that the differences with the control group were small as were the samples.  According to a   study, there is ""evidence of growing resistance from the Wikipedia community to new content"". There is also an ongoing debate about the influence of Wikipedia on the biography publishing business. ""The worry is that, if you can get all that information from Wikipedia, what's left for biography?"" said Kathryn Hughes, professor of life writing at UEA and author of The Short Life and Long"	en
45	Times of Mrs Beeton and George Eliot: the Last Victorian. Wikipedia has also spawned several sister projects, which are also wikis run by the Wikimedia Foundation. These other Wikimedia projects include Wiktionary, a dictionary project launched in December  ,  Wikiquote, a collection of quotations created a week after Wikimedia launched, Wikibooks, a collection of collaboratively written free textbooks and annotated texts, Wikimedia Commons, a site devoted to free-knowledge multimedia, Wikinews, for citizen journalism, and Wikiversity, a project for the creation of free learning materials and the provision of online learning activities.  Another sister project of Wikipedia, Wikispecies, is a catalogue of species. In   Wikivoyage, an editable travel guide, and Wikidata, an editable knowledge base, launched.Though the English Wikipedia reached three million articles in August  , the growth of the edition, in terms of	en
46	"the numbers of articles and of contributors, appears to have peaked around early  .  Around  ,  articles were added daily to the encyclopedia in  ; by   that average was roughly  .  A team at the Palo Alto Research Center attributed this slowing of growth to the project's increasing exclusivity and resistance to change.  Others suggest that the growth is flattening naturally because articles that could be called ""low-hanging fruit""—topics that clearly merit an article—have already been created and built up extensively.   Obvious vandalism is generally easy to remove from Wikipedia articles; the median time to detect and fix vandalism is a few minutes.   However, some vandalism takes much longer to repair. Editors who fail to comply with Wikipedia cultural rituals, such as signing talk page comments, may implicitly signal that they are Wikipedia outsiders, increasing the odds that Wikipedia insiders may target or d"	en
47	"iscount their contributions. Becoming a Wikipedia insider involves non-trivial costs: the contributor is expected to learn Wikipedia-specific technological codes, submit to a sometimes convoluted dispute resolution process, and learn a ""baffling culture rich with in-jokes and insider references"".  Editors who do not log in are in some sense second-class citizens on Wikipedia,  as ""participants are accredited by members of the wiki community, who have a vested interest in preserving the quality of the work product, on the basis of their ongoing participation"",  but the contribution histories of anonymous unregistered editors recognized only by their IP addresses cannot be attributed to a particular editor with certainty. The English Wikipedia has  , ,  articles,  , ,  registered editors, and  ,  active editors. An editor is considered active if they have made one or more edits in the past thirty days.Any change or e"	en
48	dit that manipulates content in a way that purposefully compromises the integrity of Wikipedia is considered vandalism. The most common and obvious types of vandalism include additions of obscenities and crude humor. Vandalism can also include advertising and other types of spam.  Sometimes editors commit vandalism by removing content or entirely blanking a given page. Less common types of vandalism, such as the deliberate addition of plausible but false information to an article, can be more difficult to detect. Vandals can introduce irrelevant formatting, modify page semantics such as the page's title or categorization, manipulate the underlying code of an article, or use images disruptively. Citing fears of commercial advertising and lack of control in Wikipedia, users of the Spanish Wikipedia forked from Wikipedia to create the Enciclopedia Libre in February  .  These moves encouraged Wales to announce that Wik	en
49	"ipedia would not display advertisements, and to change Wikipedia's domain from wikipedia.com to wikipedia.org. In December  , John Julius Norwich stated, in a letter published in The Times newspaper, that as an historian he resorted to Wikipedia ""at least a dozen times a day"", and had never yet caught it out. He described it as ""a work of reference as useful as any in existence"", with so wide a range that it is almost impossible to find a person, place or thing that it has left uncovered, and that he could never have written his last two books without it.  Wikipedia has seen been widely used as a corpus for linguistic research in computational linguistics, information retrieval and natural language processing. In particular, it commonly serves as a target knowledge base for the entity linking problem, which is then called ""wikification"",  and to the related problem of word sense disambiguation.  Methods similar to"	en
50	"wikification can in turn be used to find ""missing"" links in Wikipedia. According to the rules on the English Wikipedia, each entry in Wikipedia must be about a topic that is encyclopedic and is not a dictionary entry or dictionary-like.  A topic should also meet Wikipedia's standards of ""notability"",  which generally means that the topic must have been covered in mainstream media or major academic journal sources that are independent of the article's subject. Further, Wikipedia intends to convey only knowledge that is already established and recognized.  It must not present original research. A claim that is likely to be challenged requires a reference to a reliable source. Among Wikipedia editors, this is often phrased as ""verifiability, not truth"" to express the idea that the readers, not the encyclopedia, are ultimately responsible for checking the truthfulness of the articles and making their own interpretation"	en
51	"s.  This can at times lead to the removal of information that is valid.  Finally, Wikipedia must not take sides.  All opinions and viewpoints, if attributable to external sources, must enjoy an appropriate share of coverage within an article.  This is known as neutral point of view  .Each article and each user of Wikipedia has an associated ""Talk"" page. These form the primary communication channel for editors to discuss, coordinate and debate. Although changes are not systematically reviewed, the software that powers Wikipedia provides certain tools allowing anyone to review changes made by others. The ""History"" page of each article links to each revision.   On most articles, anyone can undo others' changes by clicking a link on the article's history page. Anyone can view the latest changes to articles, and anyone may maintain a ""watchlist"" of articles that interest them so they can be notified of any changes. ""New"	en
52	"pages patrol"" is a process whereby newly created articles are checked for obvious problems. In  , economics PhD student Andrea Ciffolilli argued that the low transaction costs of participating in a wiki create a catalyst for collaborative development, and that features such as allowing easy access to past versions of a page favor ""creative construction"" over ""creative destruction"". Wikipedia's community has been described as cult-like,  although not always with entirely negative connotations.  The project's preference for cohesiveness, even if it requires compromise that includes disregard of credentials, has been referred to as ""anti-elitism"". Wikipedia's initial anarchy integrated democratic and hierarchical elements over time.   An article is not considered to be owned by its creator or any other editor and is not vetted by any recognized authority.  Wikipedia's contributors avoid a tragedy of the commons by in"	en
53	"ternalizing benefits. They do this by experiencing flow and identifying with and gaining status in the Wikipedia community. In  , French researchers Dr José Lages of the University of Franche-Comté in Besançon and Dima Shepelyansky of Paul Sabatier University in Toulouse published a global university ranking based on Wikipedia scholarly citations.    They used PageRank ""followed by the number of appearances in the   different language editions of Wikipedia   and the century in which they were founded  ."" Several free-content, collaborative encyclopedias were created around the same period as Wikipedia  ,  with many later being merged into the project  .  One of the most successful early online encyclopedias incorporating entries by the public was h g , which was created by Douglas Adams in  . The h g  encyclopedia is relatively light-hearted, focusing on articles which are both witty and informative.Wikipedia does"	en
54	"not require that its editors and contributors provide identification.  As Wikipedia grew, ""Who writes Wikipedia?"" became one of the questions frequently asked on the project.  Jimmy Wales once argued that only ""a community ... a dedicated group of a few hundred volunteers"" makes the bulk of contributions to Wikipedia and that the project is therefore ""much like any traditional organization"".  In  , a Slate magazine article reported that: ""According to researchers in Palo Alto,   percent of Wikipedia users are responsible for about half of the site's edits.""  This method of evaluating contributions was later disputed by Aaron Swartz, who noted that several articles he sampled had large portions of their content   contributed by users with low edit counts. Fewer editors become administrators than in years past, in part because the process of vetting potential Wikipedia administrators has become more rigorous. Editors"	en
55	"in good standing in the community can run for one of many levels of volunteer stewardship: this begins with ""administrator"",   privileged users who can delete pages, prevent articles from being changed in case of vandalism or editorial disputes, and try to prevent certain persons from editing. Despite the name, administrators are not supposed to enjoy any special privilege in decision-making; instead, their powers are mostly limited to making edits that have project-wide effects and thus are disallowed to ordinary editors, and to implement restrictions intended to prevent certain persons from making disruptive edits  .  Wikipedians sometimes award one another virtual barnstars for good work. These personalized tokens of appreciation reveal a wide range of valued work extending far beyond simple editing to include social support, administrative actions, and types of articulation work. A number of interactive multim"	en
56	"edia encyclopedias incorporating entries written by the public existed long before Wikipedia was founded. The first of these was the   BBC Domesday Project, which included text   and photographs from over   million contributors in the UK, and covered the geography, art, and culture of the UK. This was the first interactive multimedia encyclopedia  , with the majority of articles being accessible through an interactive map of the UK. The user interface and part of the content of the Domesday Project were emulated on a website until  . Obtaining the full contents of Wikipedia for reuse presents challenges, since direct cloning via a web crawler is discouraged.  Wikipedia publishes ""dumps"" of its contents, but these are text-only; as of    there was no dump available of Wikipedia's images. In  , Time magazine recognized Wikipedia's participation  ) in the rapid growth of online collaboration and interaction by million"	en
57	"s of people worldwide.In  , the comedic website CollegeHumor produced a video sketch named ""Professor Wikipedia"", in which the fictitious Professor Wikipedia instructs a class with a medley of unverifiable and occasionally absurd statements. The Wikipedia Version  .  Editorial Team has developed a table   that displays data of all rated articles by quality and importance, on the English Wikipedia. If an article or list receives different ratings by two or more WikiProjects, then the highest rating is used in the table, pie-charts, and bar-chart. The software regularly auto-updates the data.A group of Wikipedia editors may form a WikiProject to focus their work on a specific topic area, using its associated discussion page to coordinate changes across multiple articles. When multiple editors contribute to one topic or set of topics, systemic bias may arise, due to the demographic backgrounds of the editors. In  , Wa"	en
58	"les noted that the unevenness of coverage is a reflection of the demography of the editors, which predominantly consists of young males with high education levels in the developed world  .  The October  ,   essay by Tom Simonite in MIT's Technology Review titled ""The Decline of Wikipedia"" discussed the effect of systemic bias and policy creep on the downward trend in the number of editors. Critics argue that Wikipedia's open nature and a lack of proper sources for most of the information makes it unreliable.  Some commentators suggest that Wikipedia may be reliable, but that the reliability of any given article is not clear.  Editors of traditional reference works such as the Encyclopædia Britannica have questioned the project's utility and status as an encyclopedia. There are currently   language editions of Wikipedia  . Thirteen of these have over one million articles each  , six more have over  ,  articles  ,"	en
59	"more have over  ,  articles, and   more have over  ,  articles.   The largest, the English Wikipedia, has over  .  million articles. As of September   , according to Alexa, the English subdomain   receives approximately  % of Wikipedia's cumulative traffic, with the remaining split among the other languages  .  As of February  , the six largest language editions are   the English, Cebuano, Swedish, German, French, and Dutch Wikipedias. In August  , Wikipedia co-founder Jimmy Wales said in a BBC interview that the Wikimedia Foundation was ""... really doubling down our efforts ..."" to reach  % of female editors  , since the Foundation had ""totally failed"" so far. Wales said ""a lot of things need to happen ... a lot of outreach, a lot of software changes"".  Andrew Lih, writing in The New York Times, was quoted by Bloomberg News in December   as supporting Wales comments concerning shortfalls in Wikipedia's outreach to"	en
60	"female editors. Lih states his concern with the question indicating that: ""How can you get people to participate in an   environment that feels unsafe, where identifying yourself as a woman, as a feminist, could open you up to ugly, intimidating behavior"". Economist Tyler Cowen wrote: ""If I had to guess whether Wikipedia or the median refereed journal article on economics was more likely to be true, after a not so long think I would opt for Wikipedia."" He comments that some traditional sources of non-fiction suffer from systemic biases and novel results, in his opinion, are over-reported in journal articles and relevant information is omitted from news reports. However, he also cautions that errors are frequently found on Internet sites, and that academics and experts must be vigilant in correcting them. An editorial in The Guardian in   noted that women porn stars are better covered than women writers as a furthe"	en
